Player: rthrth
Level: 1
Score: 7
Frames: 126
=== REPLAY DATA ===
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,103
100,106
100,109
100,112
100,115
100,118
100,121
100,124
100,127
100,130
100,133
100,136
100,139
100,142
101,145
104,148
107,151
110,154
113,157
116,160
119,163
122,166
126,169
129,172
132,175
135,178
138,181
141,184
144,187
147,191
148,194
148,197
147,200
144,203
141,206
138,209
135,212
135,215
138,218
141,221
144,224
147,227
150,230
153,233
156,236
159,239
162,242
165,245
168,248
171,251
174,254
174,257
174,260
171,263
168,266
165,269
162,272
162,275
165,278
168,281
171,284
174,287
174,290
174,293
171,296
168,300
165,303
161,306
158,309
155,312
152,315
149,318
146,321
143,325
140,328
137,331
133,334
130,337
127,340
124,343
121,346
118,349
115,353
111,356
108,359
105,362
102,365
99,367
99,367
99,365
99,362
100,359
104,356
107,353
110,350
113,347
116,344
119,340
122,337
126,334
122,332
119,332
116,334
113,337
110,340
107,343
104,346
102,349
102,353
102,356
102,359
