Player: tzju
Level: 1
Score: 3
Frames: 201
=== REPLAY DATA ===
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
101,100
104,100
107,100
110,100
113,101
116,104
119,107
122,110
125,113
128,116
131,119
134,122
137,125
140,128
143,131
146,134
149,137
152,140
152,143
149,146
146,149
143,152
141,155
141,158
141,161
141,164
141,167
141,170
141,173
140,177
137,180
134,183
131,186
131,189
131,192
131,195
131,198
131,201
131,204
131,207
131,210
131,213
131,216
131,219
131,222
131,225
131,228
131,231
131,234
131,237
131,240
131,243
131,246
131,249
131,252
131,255
131,258
131,261
131,264
131,267
131,270
131,273
131,276
131,279
131,282
131,285
131,288
131,291
131,294
131,297
131,300
131,303
131,306
131,309
131,312
131,315
131,318
131,321
131,324
131,327
131,330
131,333
131,336
131,340
131,343
131,346
131,349
131,352
131,355
131,358
128,361
125,364
122,367
119,370
116,373
113,376
113,379
113,382
113,385
113,388
113,391
113,394
113,397
113,400
113,403
113,406
113,409
113,412
113,415
111,418
108,421
105,424
102,427
101,430
101,433
101,436
101,439
101,442
101,445
101,448
101,451
101,454
101,457
101,460
101,463
101,466
101,469
101,472
101,475
101,478
101,481
101,484
101,487
101,491
101,493
101,496
101,500
101,503
101,506
101,509
101,512
101,515
101,518
101,521
101,524
101,527
101,530
101,533
101,536
99,539
96,542
93,545
90,548
87,551
84,554
81,557
78,560
75,563
72,566
69,569
66,572
63,576
60,579
56,582
54,585
50,588
47,591
44,594
41,597
38,600
35,603
32,606
29,607
26,607
23,607
20,604
17,601
14,598
13,595
13,592
13,589
13,586
9,583
7,580
4,577
0,574
0,571
0,568
0,565
0,562
0,559
